split,mode,species,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
train,train_windows_nonoverlap,WaMe,60000,60000,1.9489839192708334,1.9502666666666666,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,116936.03515625,0,3,0.037102729082107544,1.0681449547410011,0.00665283203125,1.2744942903518677,1.2901493683457375,60000,15000,17805,16375,16700,0.9751333333333333,0.24378333333333332,0.8215108115697838
val,train_windows_nonoverlap,OrSa,60000,60000,1.9135442708333332,1.9148,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,114809.65625,0,3,0.03715115785598755,1.084953896701336,0.010221630334854126,1.2884545922279358,1.3080288842320442,60000,15000,17607,16481,16400,0.9574,0.23935,0.8156415062191174
val,train_windows_nonoverlap,HoSa,60000,60000,1.6999764973958333,1.7012,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,101995.58984375,0,3,0.037214577198028564,1.0261639952659607,0.00885862112045288,1.2069157361984253,1.228531613945961,60000,15000,17118,16105,15924,0.8506,0.21265,0.7453557658604977
val,train_windows_nonoverlap,DaRe,60000,60000,1.9080287109375,1.9092,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,114478.72265625,0,3,0.03713751584291458,1.0274537801742554,0.006675884127616882,1.2228051200509071,1.2385822013020515,60000,15000,10082,11576,8944,0.9546,0.23865,1.420253917873438
val,train_windows_nonoverlap,ScPo,60000,60000,1.950403515625,1.9516,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,117021.2109375,0,3,0.037564873695373535,1.0700880140066147,0.006899453699588776,1.2775446400046349,1.2934467568993568,60000,15000,17884,16418,16756,0.9758,0.24395,0.8184410646387833
val,train_windows_nonoverlap,EsCo,60000,60000,1.919190234375,1.9204,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,115148.4140625,0,3,0.03719406574964523,1.0573653876781464,0.006918296217918396,1.25141441822052,1.267630785703659,60000,15000,17640,16281,16536,0.9602,0.24005,0.8164965986394558
val,train_windows_nonoverlap,YeMi,14737,14737,1.8482343548551265,1.8500373210287033,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,4912,27231.4296875,1,6,0.009667299687862396,0.21651379019021988,0.0017506033182144165,0.2722702771425247,0.2800654023885727,14737,3685,4301,3989,4140,0.9250186605143517,0.23125466512858792,0.7923738665426645
val,train_windows_nonoverlap,BuEb,3788,3788,1.9767896255444826,1.9809926082365363,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,1262,7479.0791015625,2,9,0.003611944615840912,0.04736718535423279,0.0006258636713027954,0.06013749539852142,0.07178844511508942,3788,947,1245,1104,1312,0.9904963041182682,0.24762407602956704,0.7534136546184739
val,train_windows_nonoverlap,AgPh,8794,8794,1.9486168659028884,1.9504207414146009,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,2930,17121.13671875,4,15,0.006276674568653107,0.11942853033542633,0.0012844204902648926,0.15627969801425934,0.16215989738702774,8794,2199,2737,2486,2688,0.9752103707073004,0.2438025926768251,0.783339422725612
val,train_windows_nonoverlap,GaGa,60000,60000,1.8829666015625,1.8841333333333334,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,112974.99609375,0,3,0.03704240918159485,1.04763525724411,0.012920066714286804,1.2557809203863144,1.2775954902172089,60000,15000,17534,16325,16420,0.9420666666666667,0.23551666666666668,0.8059199269989734
val,train_windows_nonoverlap,DrMe,60000,60000,1.9173103515625,1.9185333333333334,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,115035.62109375,0,3,0.03708365559577942,1.0492021441459656,0.007758200168609619,1.241506390273571,1.2581011578440666,60000,15000,17705,16452,16524,0.9592666666666667,0.23981666666666668,0.8127082744987292
val,train_windows_nonoverlap,EnIn,60000,60000,1.904277734375,1.9054666666666666,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,114253.6640625,0,3,0.03714108467102051,1.0560375675559044,0.006727591156959534,1.2522466331720352,1.2684184238314629,60000,15000,17543,16349,16496,0.9527333333333333,0.23818333333333333,0.8146269167189192
val,train_windows_nonoverlap,PlFa,60000,60000,1.8333895182291666,1.8346666666666667,base_prefix_exact_gpu_cpu,4,262144,1406,0.01,0.00536346435546875,20000,110000.37109375,0,3,0.03705161064863205,1.0291249305009842,0.011658132076263428,1.224697321653366,1.2458957880735397,60000,15000,16964,15950,15940,0.9173333333333333,0.22933333333333333,0.8111294506012733
