split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
test,windows_nonoverlap,bos_taurus,bos_taurus:X,100000,99999,1.4748298410718481,1.4751347513475135,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4162286169885192,0.01109549198008608,0.660422930988716,0.8151073509652633,100000,25000,27293,26096,23968,0.7375673756737567,0.18439,0.6755944747737516
test,windows_nonoverlap,bos_taurus,bos_taurus:Y,100000,99999,1.1492633603093843,1.1498514985149852,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4513422570307739,0.012019670975860208,0.6933781870029634,0.840128422001726,100000,25000,27074,25788,22744,0.5749257492574926,0.14373,0.5308783334564526
test,windows_nonoverlap,danio_rerio,danio_rerio:1,100000,99999,1.582241120262765,1.5810558105581056,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.42930166599398945,0.008497999937389977,0.6841282620007405,0.8258295689302031,100000,25000,23956,23218,22192,0.7905279052790528,0.19763,0.8249707797628987
test,windows_nonoverlap,danio_rerio,danio_rerio:10,100000,99999,1.473541429750235,1.4740147401474015,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.44565325100847986,0.010344516063923948,0.7021448470040923,0.8433843580423854,100000,25000,26120,25176,23940,0.7370073700737008,0.18425,0.7053981623277182
test,windows_nonoverlap,danio_rerio,danio_rerio:11,100000,99999,0.8651961550133079,0.8658486584865849,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4511352379922755,0.010976482008118182,0.6612299250118667,0.8094526459899498,100000,25000,17395,17390,14924,0.43292432924329244,0.10823,0.6221902845645301
test,windows_nonoverlap,danio_rerio,danio_rerio:12,100000,99999,1.357082745632144,1.3572935729357294,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.417417609016411,0.010637766070431098,0.6460907469881931,0.8007483920810046,100000,25000,25173,24587,23048,0.6786467864678647,0.16966,0.6739760854884201
test,windows_nonoverlap,danio_rerio,danio_rerio:13,100000,99999,1.4247453387619813,1.4248142481424815,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4375478069559904,0.011318169970763847,0.6804338450019713,0.8293684579693945,100000,25000,26840,25648,24804,0.7124071240712407,0.1781,0.6635618479880775
test,windows_nonoverlap,danio_rerio,danio_rerio:14,100000,99999,1.297083708141769,1.2971329713297133,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.434371112001827,0.008348433024366386,0.6747110900032567,0.8242845070344629,100000,25000,26605,25839,24052,0.6485664856648566,0.16214,0.6094343168577335
test,windows_nonoverlap,danio_rerio,danio_rerio:15,100000,99999,1.4443614528918727,1.4440944409444094,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.42590141101391055,0.010281894967192784,0.6749682259978727,0.8281885879550828,100000,25000,24466,23242,22380,0.7220472204722047,0.18051,0.737799395078885
test,windows_nonoverlap,danio_rerio,danio_rerio:16,100000,99999,1.571485805190083,1.5720157201572016,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4437183680711314,0.00998960000288207,0.703667101013707,0.8555346740176901,100000,25000,27366,26085,25420,0.7860078600786008,0.1965,0.7180442885332164
test,windows_nonoverlap,danio_rerio,danio_rerio:17,100000,99999,1.4646955930008518,1.4640146401464014,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4796227140177507,0.008897138017346151,0.7471401099901414,0.897629234008491,100000,25000,25427,24594,23240,0.7320073200732007,0.183,0.7197073976481693
test,windows_nonoverlap,danio_rerio,danio_rerio:18,100000,99999,1.4667296868281183,1.4671346713467135,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.45326073995966,0.012731354043353349,0.7089717520138947,0.8556516030512284,100000,25000,25787,24782,23660,0.7335673356733567,0.18339,0.7111722961181991
test,windows_nonoverlap,danio_rerio,danio_rerio:19,100000,99999,1.5400020235553917,1.5400154001540016,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.436744941980578,0.010314145052689128,0.692769433997455,0.8426124070683727,100000,25000,25385,24048,23692,0.7700077000770008,0.1925,0.7583218436084301
test,windows_nonoverlap,danio_rerio,danio_rerio:2,100000,99999,1.416110936011704,1.4159341593415935,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4461821239819983,0.011009563007974066,0.6845989790017484,0.8435927840473596,100000,25000,26020,24989,24032,0.7079670796707968,0.17699,0.680207532667179
test,windows_nonoverlap,danio_rerio,danio_rerio:20,100000,99999,1.4209415788005537,1.4211342113421135,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4286523530317936,0.011030300040147267,0.6650425270199776,0.821254522059462,100000,25000,25639,25110,23504,0.7105671056710567,0.17764,0.6928507352080815
test,windows_nonoverlap,danio_rerio,danio_rerio:21,100000,99999,1.6739825113094882,1.6745767457674576,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4191220950015122,0.007413660961901769,0.6640632349735824,0.8100294859614223,100000,25000,23890,23837,22004,0.8372883728837288,0.20932,0.8761825031393888
test,windows_nonoverlap,danio_rerio,danio_rerio:22,100000,99999,1.5442101833127706,1.5441754417544176,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4248825200047577,0.009695878063212149,0.6702166959876195,0.8216477620444493,100000,25000,28162,26593,26016,0.7720877208772088,0.19302,0.6853916625239684
