split,mode,species,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
val,train_windows_nonoverlap,OrSa,60000,60000,1.876269112141927,1.8770666666666667,32768,127,0.01,0.003875732421875,60000,15000,17607,16481,16400,0.9385333333333333,0.23463333333333333,0.7995683534957687
val,train_windows_nonoverlap,HoSa,60000,60000,1.55674501953125,1.5570666666666666,32768,127,0.01,0.003875732421875,60000,15000,17118,16105,15924,0.7785333333333333,0.19463333333333332,0.6822058651711649
val,train_windows_nonoverlap,DaRe,60000,60000,1.904031396484375,1.9045333333333334,32768,127,0.01,0.003875732421875,60000,15000,10082,11576,8944,0.9522666666666667,0.23806666666666668,1.4167823844475302
val,train_windows_nonoverlap,ScPo,60000,60000,1.9422722127278647,1.9429333333333334,32768,127,0.01,0.003875732421875,60000,15000,17884,16418,16756,0.9714666666666667,0.24286666666666668,0.81480653097741
val,train_windows_nonoverlap,EsCo,60000,60000,1.8915517659505208,1.8924,32768,127,0.01,0.003875732421875,60000,15000,17640,16281,16536,0.9462,0.23655,0.8045918367346939
val,train_windows_nonoverlap,YeMi,14737,14736,1.846192930472143,1.8463626492942453,32768,127,0.01,0.003875732421875,14737,3685,4301,3989,4140,0.9231813246471227,0.2307796702178191,0.7907463380609161
val,train_windows_nonoverlap,BuEb,3788,3786,1.9974175003301637,1.994717379820391,32768,127,0.01,0.003875732421875,3788,947,1245,1104,1312,0.9973586899101955,0.249208025343189,0.7582329317269076
val,train_windows_nonoverlap,AgPh,8794,8793,1.946692048628881,1.9470032980780165,32768,127,0.01,0.003875732421875,8794,2199,2737,2486,2688,0.9735016490390083,0.24334773709347282,0.7818779685787358
val,train_windows_nonoverlap,GaGa,60000,60000,1.8577177652994792,1.8581333333333334,32768,127,0.01,0.003875732421875,60000,15000,17534,16325,16420,0.9290666666666667,0.23226666666666668,0.7947986768563933
val,train_windows_nonoverlap,DrMe,60000,60000,1.905953605143229,1.9066666666666667,32768,127,0.01,0.003875732421875,60000,15000,17705,16452,16524,0.9533333333333334,0.23833333333333334,0.8076814459192319
val,train_windows_nonoverlap,EnIn,60000,60000,1.8876571858723958,1.8884,32768,127,0.01,0.003875732421875,60000,15000,17543,16349,16496,0.9442,0.23605,0.8073305591974007
val,train_windows_nonoverlap,PlFa,60000,60000,1.820114013671875,1.8208,32768,127,0.01,0.003875732421875,60000,15000,16964,15950,15940,0.9104,0.2276,0.8049988210327753
val,train_windows_nonoverlap,HePy,60000,60000,1.8406889322916666,1.8414666666666666,32768,127,0.01,0.003875732421875,60000,15000,17069,16102,15984,0.9207333333333333,0.23018333333333332,0.809127658327963
val,train_windows_nonoverlap,AeCa,60000,60000,1.9112821126302084,1.912,32768,127,0.01,0.003875732421875,60000,15000,17702,16309,16648,0.956,0.239,0.8100779572929613
val,train_windows_nonoverlap,HaHi,60000,60000,1.791430810546875,1.7922666666666667,32768,127,0.01,0.003875732421875,60000,15000,17253,15947,16216,0.8961333333333333,0.22403333333333333,0.7791108792673738
